owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
wolfpld,tracy,wolfpld/tracy,13377,903,C++,22,67.0,slow,21600,True,2025-11-16T17:57:26.243071,1,0,21,123,0.0,0.0,419,56,20,3.0,1.0,1.0,OK
tmuxinator,tmuxinator,tmuxinator/tmuxinator,13260,625,Ruby,54,61.5,slow,15400,True,2025-11-16T17:57:46.254520,0,0,29,230,0.0,0.0,4051,349,182,1.0,1.0,1.0,OK
carla-simulator,carla,carla-simulator/carla,13252,4300,C++,28,57.0,slow,18900,False,,,,,,,,,,,,,,
revel,revel,revel/revel,13239,1375,Go,24,76.0,slow,15100,True,2025-11-16T17:58:08.725116,4,0,134,1025,0.0,2.6,13626,2687,2671,3.0,1.0,1.0,OK
python-pillow,Pillow,python-pillow/Pillow,13191,2360,Python,61,77.0,slow,48900,True,2025-11-16T17:58:52.334154,70,0,784,6780,0.0,1.1,50286,7990,8119,5.0,1.0,1.0,OK
oauth2-proxy,oauth2-proxy,oauth2-proxy/oauth2-proxy,13180,1914,Go,34,59.5,slow,44400,True,2025-11-16T17:58:57.104502,1,0,371,3267,0.0,8.8,38230,3406,3077,2.0,1.0,1.0,OK
jedisct1,libsodium,jedisct1/libsodium,13154,1831,C,33,51.0,slow,14300,True,2025-11-16T17:58:49.044457,0,0,4,44,0.0,0.0,433,17,18,1.0,1.0,1.0,OK
FreshRSS,FreshRSS,FreshRSS/FreshRSS,13075,1048,PHP,63,54.5,slow,34800,True,2025-11-16T18:00:37.028247,126,4,7178,26691,0.0,29.7,120779,12995,16247,4.0,4.0,1.0,OK
gopherjs,gopherjs,gopherjs/gopherjs,13067,570,Go,22,161.0,slow,7100,True,2025-11-16T17:59:14.868968,14,0,1029,7953,0.0,6.5,33726,7012,7253,4.0,1.0,1.0,OK
isl-org,Open3D,isl-org/Open3D,12995,2494,C++,23,98.0,slow,27100,True,2025-11-16T18:00:05.507111,280,1,925,5286,0.0,5.9,34065,3471,3745,5.0,4.0,1.0,OK
jonas,tig,jonas/tig,12954,639,C,33,146.0,slow,19400,True,2025-11-16T17:59:38.806706,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
PrismJS,prism,PrismJS/prism,12829,1354,JavaScript,42,64.0,slow,39800,True,2025-11-16T18:01:13.686611,138,0,1962,62428,0.0,2.6,29762,2437,2028,5.0,1.0,2.0,OK
apache,tvm,apache/tvm,12817,3699,Python,24,94.5,slow,108500,False,,,,,,,,,,,,,,
uxsolutions,bootstrap-datepicker,uxsolutions/bootstrap-datepicker,12675,5986,JavaScript,20,66.5,slow,38600,True,2025-11-16T18:00:20.287422,65,0,338,1623,0.0,26.3,6878,527,55,4.0,1.0,1.0,OK
google,or-tools,google/or-tools,12674,2305,C++,51,63.0,slow,19200,False,,,,,,,,,,,,,,
mayswind,AriaNg,mayswind/AriaNg,12662,1331,JavaScript,40,66.5,slow,1800,True,2025-11-16T18:00:58.266012,11,0,1371,7938,0.0,5.1,13724,2365,2885,3.0,1.0,1.0,OK
dail8859,NotepadNext,dail8859/NotepadNext,12657,760,C++,33,53.0,slow,5400,True,2025-11-16T18:01:38.800430,216,0,1528,7389,0.0,32.9,46576,1138,1167,5.0,1.0,1.0,OK
ninja-build,ninja,ninja-build/ninja,12438,1743,C++,27,128.0,slow,32100,True,2025-11-16T18:01:15.364997,0,0,46,213,0.0,0.0,2553,396,400,1.0,1.0,1.0,OK
cesanta,mongoose,cesanta/mongoose,12310,2862,C,48,92.0,slow,16200,True,2025-11-16T18:03:28.487606,29,0,118,670,0.0,9.1,3247,668,269,4.0,1.0,1.0,OK
fullstorydev,grpcurl,fullstorydev/grpcurl,12217,551,Go,27,77.0,slow,6300,True,2025-11-16T18:01:32.723270,0,0,162,1541,0.0,1.0,9055,1846,1799,1.0,1.0,1.0,OK
luanti-org,luanti,luanti-org/luanti,12073,2193,C++,36,96.0,slow,116400,False,,,,,,,,,,,,,,
piskelapp,piskel,piskelapp/piskel,12063,856,JavaScript,29,54.0,slow,4200,True,2025-11-16T18:02:48.465574,17,0,3548,17731,0.0,0.6,24018,4090,2285,3.0,1.0,1.0,OK
Yalantis,uCrop,Yalantis/uCrop,12054,2228,Java,20,250.0,slow,7200,False,,,,,,,,,,,,,,
DLR-RM,stable-baselines3,DLR-RM/stable-baselines3,12048,1989,Python,29,63.0,slow,16800,True,2025-11-16T18:02:32.726341,19,0,446,2429,0.0,1.3,14652,2475,2211,3.0,1.0,1.0,OK
skypjack,entt,skypjack/entt,11861,1012,C++,36,55.5,slow,8200,True,2025-11-16T18:02:28.480098,0,0,4,14,0.0,0.0,243,53,52,1.0,1.0,1.0,OK
xmartlabs,Eureka,xmartlabs/Eureka,11848,1319,Swift,35,67.0,slow,17600,True,2025-11-16T18:02:27.701914,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
vesoft-inc,nebula,vesoft-inc/nebula,11823,1273,C++,26,65.0,slow,11700,True,2025-11-16T18:03:09.894862,3,0,334,1924,0.0,2.3,9063,1204,1210,3.0,1.0,1.0,OK
wenzhixin,bootstrap-table,wenzhixin/bootstrap-table,11821,4402,MDX,35,51.0,slow,36900,True,2025-11-16T18:03:44.561393,11,0,345,2137,0.0,29.1,21105,5874,3448,3.0,1.0,1.0,OK
LuckyPennySoftware,MediatR,LuckyPennySoftware/MediatR,11799,2186,C#,28,99.0,slow,9000,True,2025-11-16T18:03:21.418300,0,0,0,0,0.0,0.0,6,0,0,1.0,1.0,1.0,OK
mas-cli,mas,mas-cli/mas,11754,289,Swift,40,54.0,slow,4600,True,2025-11-16T18:03:19.453806,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
libevent,libevent,libevent/libevent,11715,3458,C,20,104.0,slow,32800,True,2025-11-16T18:03:43.501902,0,0,82,560,0.0,0.0,1889,320,262,1.0,1.0,1.0,OK
YOURLS,YOURLS,YOURLS/YOURLS,11662,2061,PHP,23,229.0,slow,10400,True,2025-11-16T18:04:29.747238,209,0,1270,6517,0.0,2.0,12774,2431,1982,5.0,1.0,1.0,OK
Shopify,toxiproxy,Shopify/toxiproxy,11659,479,Go,32,74.0,slow,7900,True,2025-11-16T18:04:04.950803,0,2,79,790,0.0,6.3,6810,1187,1243,1.0,3.0,1.0,OK
SubtitleEdit,subtitleedit,SubtitleEdit/subtitleedit,11559,1127,C#,66,63.5,slow,17500,True,2025-11-16T18:05:47.335772,0,0,7,35,0.0,0.0,206443,0,0,1.0,1.0,1.0,OK
RT-Thread,rt-thread,RT-Thread/rt-thread,11541,5315,C,38,86.0,slow,107300,False,,,,,,,,,,,,,,
Z3Prover,z3,Z3Prover/z3,11529,1580,C++,51,56.0,slow,36800,False,,,,,,,,,,,,,,
google,sentencepiece,google/sentencepiece,11438,1307,C++,29,57.0,slow,10000,True,2025-11-16T18:04:38.011228,6,0,144,1010,0.0,0.0,2012,456,398,3.0,1.0,1.0,OK
taskflow,taskflow,taskflow/taskflow,11385,1332,C++,20,106.0,slow,12800,True,2025-11-16T18:06:59.782008,616,0,1360,6066,0.0,14.7,181201,891,719,4.0,1.0,1.0,OK
adnanh,webhook,adnanh/webhook,11359,860,Go,32,52.0,slow,6000,True,2025-11-16T18:05:26.023225,0,0,38,451,0.0,1.6,3835,608,733,1.0,1.0,1.0,OK
doctrine,inflector,doctrine/inflector,11345,138,PHP,23,201.0,slow,9900,True,2025-11-16T18:05:24.408897,0,0,14,211,0.0,23.2,3496,261,51,1.0,1.0,1.0,OK
snowie2000,mactype,snowie2000/mactype,11328,445,C++,22,55.0,slow,1700,True,2025-11-16T18:05:29.106197,0,0,0,0,0.0,0.0,244,0,0,1.0,1.0,1.0,OK
jhy,jsoup,jhy/jsoup,11279,2267,Java,20,56.0,slow,13400,False,,,,,,,,,,,,,,
pallets,jinja,pallets/jinja,11273,1683,Python,21,74.0,slow,33400,True,2025-11-16T18:06:27.759241,96,0,204,1491,0.0,0.1,15654,2834,2233,5.0,1.0,1.0,OK
JamesNK,Newtonsoft.Json,JamesNK/Newtonsoft.Json,11206,3313,C#,66,61.0,slow,13600,True,2025-11-16T18:06:59.193803,0,0,0,0,0.0,0.0,32013,0,0,1.0,1.0,1.0,OK
devicons,devicon,devicons/devicon,11204,2412,CSS,23,63.0,slow,14500,True,2025-11-16T18:07:17.329254,16,0,52,219,0.0,0.0,4573,57,37,3.0,1.0,1.0,OK
statsmodels,statsmodels,statsmodels/statsmodels,11089,3303,Python,30,87.0,slow,46600,True,2025-11-16T18:08:36.874666,448,0,10155,49973,0.0,5.2,279801,28182,26356,5.0,1.0,1.0,ERROR
tweepy,tweepy,tweepy/tweepy,11060,4601,Python,33,68.0,slow,24800,True,2025-11-16T18:07:41.881679,1,0,121,1016,0.0,0.6,6182,1195,848,3.0,1.0,1.0,OK
dompdf,dompdf,dompdf/dompdf,10987,1820,PHP,39,73.0,slow,17200,True,2025-11-16T18:08:31.449362,403,0,1468,12042,0.0,5.5,30054,5679,6449,4.0,1.0,1.0,OK
epicmaxco,vuestic-admin,epicmaxco/vuestic-admin,10909,1795,Vue,22,57.0,slow,6900,True,2025-11-16T18:08:32.872729,5,0,42,121,0.0,9.9,9318,519,171,3.0,1.0,1.0,OK
cloudflare,quiche,cloudflare/quiche,10881,894,Rust,38,56.0,slow,12600,True,2025-11-16T18:08:54.218516,4,0,134,678,0.0,9.7,89615,10486,7151,3.0,1.0,1.0,OK
fdehau,tui-rs,fdehau/tui-rs,10873,484,Rust,26,65.5,slow,9600,True,2025-11-16T18:08:30.168557,0,0,15,90,0.0,27.7,17402,1405,861,1.0,1.0,1.0,OK
microsoft,STL,microsoft/STL,10872,1590,C++,22,89.0,slow,25200,True,2025-11-16T18:10:40.484408,0,0,255,942,0.0,2.8,1576,313,411,1.0,1.0,1.0,OK
kornia,kornia,kornia/kornia,10848,1070,Python,43,57.0,slow,30100,True,2025-11-16T18:10:31.607115,254,0,2046,7730,0.0,5.4,85152,11522,6852,5.0,1.0,1.0,OK
numba,numba,numba/numba,10727,1205,Python,23,71.0,slow,40600,True,2025-11-16T18:10:44.242064,313,0,6014,37510,0.0,2.8,205215,44812,38100,5.0,1.0,1.0,OK
mockery,mockery,mockery/mockery,10726,465,PHP,42,55.0,slow,24500,True,2025-11-16T18:10:30.351424,73,0,521,3378,0.0,0.1,20741,2241,817,3.0,1.0,1.0,OK
mathjax,MathJax,mathjax/MathJax,10678,1187,JavaScript,43,66.0,slow,3800,True,2025-11-16T18:10:07.911320,0,0,14,43,0.0,0.0,17,2,2,1.0,1.0,2.0,OK
owncast,owncast,owncast/owncast,10655,1148,TypeScript,21,72.0,slow,18200,False,,,,,,,,,,,,,,
Automattic,node-canvas,Automattic/node-canvas,10592,1189,JavaScript,20,62.0,slow,18600,True,2025-11-16T18:11:40.806722,72,0,1541,6434,0.0,33.9,17012,2208,591,3.0,1.0,1.0,OK
phw,peek,phw/peek,10552,335,Vala,26,51.0,slow,16500,True,2025-11-16T18:11:28.524524,0,0,1,5,0.0,0.0,524,9,7,1.0,1.0,1.0,OK
knockout,knockout,knockout/knockout,10539,1504,JavaScript,22,117.0,slow,10200,True,2025-11-16T18:11:56.438895,24,0,3435,18396,0.0,17.2,23582,5349,3376,5.0,1.0,1.0,OK
nasa,fprime,nasa/fprime,10525,1444,C++,36,52.5,slow,22700,True,2025-11-16T18:12:24.039835,0,0,85,292,0.0,1.2,2268,208,169,1.0,1.0,1.0,OK
foliojs,pdfkit,foliojs/pdfkit,10483,1197,JavaScript,22,104.0,slow,10400,False,,,,,,,,,,,,,,
Cyan4973,xxHash,Cyan4973/xxHash,10478,864,C,25,98.5,slow,11800,False,,,,,,,,,,,,,,
AlessandroZ,LaZagne,AlessandroZ/LaZagne,10475,2107,Python,22,112.0,slow,4700,False,,,,,,,,,,,,,,
esimov,caire,esimov/caire,10453,385,Go,23,77.0,slow,1400,False,,,,,,,,,,,,,,
gui-cs,Terminal.Gui,gui-cs/Terminal.Gui,10445,729,C#,29,51.0,slow,11500,False,,,,,,,,,,,,,,
resilience4j,resilience4j,resilience4j/resilience4j,10436,1429,Java,35,64.0,slow,24700,False,,,,,,,,,,,,,,
SpecterOps,BloodHound-Legacy,SpecterOps/BloodHound-Legacy,10418,1785,PowerShell,36,56.0,slow,7200,False,,,,,,,,,,,,,,
nodejs,node-gyp,nodejs/node-gyp,10405,1862,Python,28,53.0,slow,26800,False,,,,,,,,,,,,,,
jquery-validation,jquery-validation,jquery-validation/jquery-validation,10353,2754,JavaScript,27,174.0,slow,24200,False,,,,,,,,,,,,,,
benoitc,gunicorn,benoitc/gunicorn,10329,1809,Python,31,59.5,slow,43100,False,,,,,,,,,,,,,,
reasonml,reason,reasonml/reason,10287,431,OCaml,32,71.0,slow,14200,False,,,,,,,,,,,,,,
colmap,colmap,colmap/colmap,10274,1832,C++,31,78.0,slow,15400,False,,,,,,,,,,,,,,
rr-debugger,rr,rr-debugger/rr,10223,641,C++,22,132.0,slow,21300,False,,,,,,,,,,,,,,
LuckyPennySoftware,AutoMapper,LuckyPennySoftware/AutoMapper,10192,2385,C#,47,82.0,slow,19500,False,,,,,,,,,,,,,,
baldurk,renderdoc,baldurk/renderdoc,10165,1479,C++,60,62.0,slow,29900,False,,,,,,,,,,,,,,
vega,altair,vega/altair,10107,827,Python,36,61.5,slow,18200,False,,,,,,,,,,,,,,
tweenjs,tween.js,tweenjs/tween.js,10077,1424,TypeScript,31,111.0,slow,9000,False,,,,,,,,,,,,,,
swiftlang,swift-package-manager,swiftlang/swift-package-manager,10034,1427,Swift,21,74.0,slow,47100,False,,,,,,,,,,,,,,
EpistasisLab,tpot,EpistasisLab/tpot,10018,1579,Jupyter Notebook,32,58.0,slow,900,False,,,,,,,,,,,,,,
Tencent,xLua,Tencent/xLua,9913,2500,C,22,87.0,slow,6600,False,,,,,,,,,,,,,,
hackmdio,codimd,hackmdio/codimd,9872,1114,JavaScript,41,54.0,slow,19300,False,,,,,,,,,,,,,,
go-swagger,go-swagger,go-swagger/go-swagger,9872,1292,Go,57,52.0,slow,36100,False,,,,,,,,,,,,,,
google,benchmark,google/benchmark,9826,1712,C++,29,60.0,slow,34700,False,,,,,,,,,,,,,,
Syllo,nvtop,Syllo/nvtop,9784,345,C,21,64.0,slow,6300,False,,,,,,,,,,,,,,
OpenFeign,feign,OpenFeign/feign,9762,1948,Java,39,53.5,slow,31300,False,,,,,,,,,,,,,,
sindresorhus,pageres,sindresorhus/pageres,9742,734,TypeScript,40,57.0,slow,3400,False,,,,,,,,,,,,,,
lib,pq,lib/pq,9698,936,Go,20,66.5,slow,14100,False,,,,,,,,,,,,,,
jiaaro,pydub,jiaaro/pydub,9638,1125,Python,31,68.5,slow,9400,False,,,,,,,,,,,,,,
pwndbg,pwndbg,pwndbg/pwndbg,9605,1117,Python,23,131.5,slow,28900,False,,,,,,,,,,,,,,
pycaret,pycaret,pycaret/pycaret,9602,1847,Jupyter Notebook,29,54.0,slow,14100,False,,,,,,,,,,,,,,
yzhao062,pyod,yzhao062/pyod,9579,1455,Python,43,54.5,slow,6300,False,,,,,,,,,,,,,,,,,,,,,,,,,
Studio3T,robomongo,Studio3T/robomongo,9367,816,C++,21,57.0,slow,4000,False,,,,,,,,,,,,,,
taojy123,KeymouseGo,taojy123/KeymouseGo,9313,1259,Python,20,53.0,slow,1100,False,,,,,,,,,,,,,,
projectstorm,react-diagrams,projectstorm/react-diagrams,9293,1204,TypeScript,34,173.0,slow,9500,False,,,,,,,,,,,,,,
studyzy,imewlconverter,studyzy/imewlconverter,9291,676,C#,22,98.0,slow,1600,False,,,,,,,,,,,,,,
owasp-modsecurity,ModSecurity,owasp-modsecurity/ModSecurity,9284,1697,C++,36,100.0,slow,13400,False,,,,,,,,,,,,,,
LMMS,lmms,LMMS/lmms,9256,1108,C++,55,100.5,slow,30100,False,,,,,,,,,,,,,,
PaddlePaddle,PaddleSeg,PaddlePaddle/PaddleSeg,9216,1710,Python,20,82.0,slow,13000,False,,,,,,,,,,,,,,
VirusTotal,yara,VirusTotal/yara,9202,1534,C,47,68.0,slow,22500,False,,,,,,,,,,,,,,
etcd-io,bbolt,etcd-io/bbolt,9199,708,Go,24,89.0,slow,23500,False,,,,,,,,,,,,,,
Humanizr,Humanizer,Humanizr/Humanizer,9196,1001,C#,28,78.0,slow,28600,False,,,,,,,,,,,,,,
Stellarium,stellarium,Stellarium/stellarium,9177,953,C++,65,90.0,slow,22800,False,,,,,,,,,,,,,,
jsvine,pdfplumber,jsvine/pdfplumber,9116,825,Python,41,65.0,slow,4100,False,,,,,,,,,,,,,,
diasurgical,DevilutionX,diasurgical/DevilutionX,9114,926,C++,22,143.0,slow,26500,False,,,,,,,,,,,,,,
canonical,microk8s,canonical/microk8s,9078,813,Python,29,62.0,slow,18000,False,,,,,,,,,,,,,,
AirtestProject,Airtest,AirtestProject/Airtest,8988,1380,Python,24,67.0,slow,6100,False,,,,,,,,,,,,,,
dr5hn,countries-states-cities-database,dr5hn/countries-states-cities-database,8954,2903,Python,27,61.0,slow,7500,False,,,,,,,,,,,,,,
pyro-ppl,pyro,pyro-ppl/pyro,8912,1006,Python,35,64.0,slow,16100,False,,,,,,,,,,,,,,
NopeCHALLC,nopecha-extension,NopeCHALLC/nopecha-extension,8905,141,JavaScript,24,194.0,slow,400,False,,,,,,,,,,,,,,
flowable,flowable-engine,flowable/flowable-engine,8876,2766,Java,28,73.0,slow,38800,False,,,,,,,,,,,,,,
myclabs,DeepCopy,myclabs/DeepCopy,8875,108,PHP,38,119.0,slow,3600,False,,,,,,,,,,,,,,
hashicorp,raft,hashicorp/raft,8827,1044,Go,26,58.0,slow,12700,False,,,,,,,,,,,,,,
mozilla,nunjucks,mozilla/nunjucks,8823,647,JavaScript,36,59.5,slow,15700,False,,,,,,,,,,,,,,
NVIDIA,cutlass,NVIDIA/cutlass,8785,1529,C++,43,58.0,slow,22700,False,,,,,,,,,,,,,,
kivy,python-for-android,kivy/python-for-android,8782,1998,Python,20,104.0,slow,26800,False,,,,,,,,,,,,,,
jorgebucaran,fisher,jorgebucaran/fisher,8782,277,Shell,62,52.0,slow,7400,False,,,,,,,,,,,,,,
dessant,buster,dessant/buster,8772,651,JavaScript,20,63.0,slow,200,False,,,,,,,,,,,,,,
testssl,testssl.sh,testssl/testssl.sh,8691,1105,Shell,31,110.0,slow,15100,False,,,,,,,,,,,,,,
golang-jwt,jwt,golang-jwt/jwt,8666,420,Go,22,56.0,slow,11500,False,,,,,,,,,,,,,,
async-profiler,async-profiler,async-profiler/async-profiler,8640,942,C++,35,58.0,slow,7400,False,,,,,,,,,,,,,,
veracrypt,VeraCrypt,veracrypt/VeraCrypt,8635,1098,C,36,56.0,slow,11500,False,,,,,,,,,,,,,,
VowpalWabbit,vowpal_wabbit,VowpalWabbit/vowpal_wabbit,8615,1932,C++,30,63.0,slow,33700,False,,,,,,,,,,,,,,
unicorn-engine,unicorn,unicorn-engine/unicorn,8582,1450,C,29,59.0,slow,25700,False,,,,,,,,,,,,,,
jonobr1,two.js,jonobr1/two.js,8555,463,JavaScript,38,69.5,slow,6200,False,,,,,,,,,,,,,,
pillarjs,path-to-regexp,pillarjs/path-to-regexp,8522,446,TypeScript,30,54.5,slow,3900,False,,,,,,,,,,,,,,
phpspec,prophecy,phpspec/prophecy,8505,244,PHP,47,82.0,slow,13300,False,,,,,,,,,,,,,,
google,tsunami-security-scanner,google/tsunami-security-scanner,8478,920,Java,27,62.0,slow,3300,False,,,,,,,,,,,,,,
intel,ipex-llm,intel/ipex-llm,8456,1385,Python,22,108.0,slow,11900,False,,,,,,,,,,,,,,
Nevcairiel,LAVFilters,Nevcairiel/LAVFilters,8452,818,C++,34,109.5,slow,2100,False,,,,,,,,,,,,,,
NVIDIA,cuda-samples,NVIDIA/cuda-samples,8448,2180,C,26,100.5,slow,1500,False,,,,,,,,,,,,,,
RSS-Bridge,rss-bridge,RSS-Bridge/rss-bridge,8446,1174,PHP,37,51.5,slow,36800,False,,,,,,,,,,,,,,
mopidy,mopidy,mopidy/mopidy,8404,699,Python,20,96.0,slow,14400,False,,,,,,,,,,,,,,
hs-web,hsweb-framework,hs-web/hsweb-framework,8397,3044,Java,32,84.0,slow,3200,False,,,,,,,,,,,,,,
delta-io,delta,delta-io/delta,8396,1955,Scala,31,62.0,slow,41300,False,,,,,,,,,,,,,,
django-commons,django-debug-toolbar,django-commons/django-debug-toolbar,8306,1069,Python,30,60.0,slow,31700,False,,,,,,,,,,,,,,
givanz,VvvebJs,givanz/VvvebJs,8282,1802,JavaScript,23,51.5,slow,900,False,,,,,,,,,,,,,,
microsoft,cpprestsdk,microsoft/cpprestsdk,8235,1694,C++,32,65.0,slow,18300,False,,,,,,,,,,,,,,
kishikawakatsumi,KeychainAccess,kishikawakatsumi/KeychainAccess,8206,825,Swift,31,57.5,slow,3600,False,,,,,,,,,,,,,,
vi,websocat,vi/websocat,8139,312,Rust,26,118.5,slow,2300,False,,,,,,,,,,,,,,
vinceliuice,WhiteSur-gtk-theme,vinceliuice/WhiteSur-gtk-theme,8082,691,CSS,21,62.0,slow,4400,False,,,,,,,,,,,,,,
mde,ejs,mde/ejs,8045,856,JavaScript,38,72.0,slow,16300,False,,,,,,,,,,,,,,
omniauth,omniauth,omniauth/omniauth,8029,983,Ruby,25,106.5,slow,21900,False,,,,,,,,,,,,,,
amethyst,amethyst,amethyst/amethyst,8021,736,Rust,24,78.5,slow,35800,False,,,,,,,,,,,,,,
allegro,bigcache,allegro/bigcache,8005,605,Go,23,58.5,slow,6600,False,,,,,,,,,,,,,,
librosa,librosa,librosa/librosa,8000,1014,Python,46,81.5,slow,12500,False,,,,,,,,,,,,,,
lmcinnes,umap,lmcinnes/umap,7999,856,Python,34,52.0,slow,14300,False,,,,,,,,,,,,,,
opencart,opencart,opencart/opencart,7946,5009,PHP,35,68.0,slow,49000,False,,,,,,,,,,,,,,
OrchardCMS,OrchardCore,OrchardCMS/OrchardCore,7936,2533,C#,37,52.5,slow,32200,False,,,,,,,,,,,,,,
SwiftUIX,SwiftUIX,SwiftUIX/SwiftUIX,7910,485,Swift,23,61.5,slow,6200,False,,,,,,,,,,,,,,
nodemcu,nodemcu-firmware,nodemcu/nodemcu-firmware,7851,3132,C,32,81.0,slow,19600,False,,,,,,,,,,,,,,
fatih,color,fatih/color,7800,631,Go,23,116.5,slow,3900,False,,,,,,,,,,,,,,
serilog,serilog,serilog/serilog,7780,841,C#,25,137.0,slow,14600,False,,,,,,,,,,,,,,
predis,predis,predis/predis,7734,994,PHP,57,54.0,slow,11700,False,,,,,,,,,,,,,,
PrivateBin,PrivateBin,PrivateBin/PrivateBin,7729,934,PHP,40,66.0,slow,16700,False,,,,,,,,,,,,,,
kelektiv,node.bcrypt.js,kelektiv/node.bcrypt.js,7726,539,C++,22,76.0,slow,8600,False,,,,,,,,,,,,,,
visualfc,liteide,visualfc/liteide,7720,981,C++,32,63.0,slow,10100,False,,,,,,,,,,,,,,
pwr-Solaar,Solaar,pwr-Solaar/Solaar,7704,476,Python,37,55.0,slow,19500,False,,,,,,,,,,,,,,
dataarts,dat.gui,dataarts/dat.gui,7701,1073,JavaScript,20,84.5,slow,4500,False,,,,,,,,,,,,,,
trello-archive,RxLifecycle,trello-archive/RxLifecycle,7689,639,Java,22,69.0,slow,2100,False,,,,,,,,,,,,,,
MagicStack,asyncpg,MagicStack/asyncpg,7683,434,Python,31,84.0,slow,9700,False,,,,,,,,,,,,,,
WebAssembly,wabt,WebAssembly/wabt,7671,777,C++,39,71.0,slow,14800,False,,,,,,,,,,,,,,
stanfordnlp,stanza,stanfordnlp/stanza,7652,927,Python,29,78.0,slow,7100,False,,,,,,,,,,,,,,
PureLayout,PureLayout,PureLayout/PureLayout,7617,735,Objective-C,21,57.5,slow,4000,False,,,,,,,,,,,,,,
metafizzy,flickity,metafizzy/flickity,7592,602,JavaScript,24,74.0,slow,1700,False,,,,,,,,,,,,,,
open-cli-tools,concurrently,open-cli-tools/concurrently,7561,250,TypeScript,62,50.5,slow,8100,False,,,,,,,,,,,,,,
mapstruct,mapstruct,mapstruct/mapstruct,7551,1011,Java,35,73.0,slow,16200,False,,,,,,,,,,,,,,
zsh-users,zsh-completions,zsh-users/zsh-completions,7535,728,Shell,24,62.5,slow,30000,False,,,,,,,,,,,,,,
ElectronNET,Electron.NET,ElectronNET/Electron.NET,7525,738,C#,22,91.0,slow,8700,False,,,,,,,,,,,,,,
PHPOffice,PHPWord,PHPOffice/PHPWord,7506,2736,PHP,26,196.0,slow,22900,False,,,,,,,,,,,,,,
PyCQA,bandit,PyCQA/bandit,7472,706,Python,24,51.0,slow,18900,False,,,,,,,,,,,,,,
oldratlee,useful-scripts,oldratlee/useful-scripts,7471,2808,Shell,30,54.0,slow,1500,False,,,,,,,,,,,,,,
Project-MONAI,MONAI,Project-MONAI/MONAI,7449,1339,Python,22,78.0,slow,23900,False,,,,,,,,,,,,,,
mozilla,geckodriver,mozilla/geckodriver,7429,1535,Unknown,46,66.0,slow,1800,False,,,,,,,,,,,,,,
laravel,tinker,laravel/tinker,7409,133,PHP,29,70.0,slow,3500,False,,,,,,,,,,,,,,
google,jsonnet,google/jsonnet,7395,469,Jsonnet,38,101.0,slow,15400,False,,,,,,,,,,,,,,
mumble-voip,mumble,mumble-voip/mumble,7370,1253,C++,46,62.0,slow,39400,False,,,,,,,,,,,,,,,,,,,,,,,,
mvdctop,Movie_Data_Capture,mvdctop/Movie_Data_Capture,7351,1404,Python,49,129.5,slow,300,False,,,,,,,,,,,,,,
technomancy,leiningen,technomancy/leiningen,7298,1590,Clojure,33,57.0,slow,46200,False,,,,,,,,,,,,,,
hybridgroup,gocv,hybridgroup/gocv,7288,898,Go,46,61.0,slow,17500,False,,,,,,,,,,,,,,
python-visualization,folium,python-visualization/folium,7269,2257,Python,38,87.0,slow,17500,False,,,,,,,,,,,,,,
tabulapdf,tabula,tabulapdf/tabula,7249,682,CSS,20,114.0,slow,4400,False,,,,,,,,,,,,,,
jepsen-io,jepsen,jepsen-io/jepsen,7205,737,Clojure,31,90.0,slow,13300,False,,,,,,,,,,,,,,
barryvdh,laravel-dompdf,barryvdh/laravel-dompdf,7154,980,PHP,30,111.0,slow,5600,False,,,,,,,,,,,,,,
OpenMathLib,OpenBLAS,OpenMathLib/OpenBLAS,7103,1610,C,45,78.5,slow,39300,False,,,,,,,,,,,,,,
scikit-learn-contrib,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,7060,1322,Python,40,76.0,slow,8800,False,,,,,,,,,,,,,,
jspreadsheet,ce,jspreadsheet/ce,7053,884,JavaScript,24,64.0,slow,8700,False,,,,,,,,,,,,,,
youki-dev,youki,youki-dev/youki,7052,389,Rust,21,68.0,slow,13800,False,,,,,,,,,,,,,,
libfuse,sshfs,libfuse/sshfs,7048,528,C,22,112.0,slow,6000,False,,,,,,,,,,,,,,
google,draco,google/draco,7027,1020,C++,26,57.0,slow,7200,False,,,,,,,,,,,,,,
google,gops,google/gops,6983,337,Go,27,62.0,slow,4500,False,,,,,,,,,,,,,,
quartznet,quartznet,quartznet/quartznet,6938,1726,C#,65,76.5,slow,18800,False,,,,,,,,,,,,,,
PixarAnimationStudios,OpenUSD,PixarAnimationStudios/OpenUSD,6935,1356,C++,49,73.5,slow,29000,False,,,,,,,,,,,,,,
maharmstone,btrfs,maharmstone/btrfs,6924,271,C,28,77.5,slow,1900,False,,,,,,,,,,,,,,
